Model,Scenario,Region,Variable,Unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AIM/CGE,ssp370,World,Emissions|BC,Mt BC/yr,7.508271531599201,8.011536269395817,7.364888993342174,7.531122846620259,7.895732734087693,7.813189501191085,7.686339550726492,8.269788742717703,8.412226876444452,7.698162125432142,7.45734723171792,7.591758768528899,8.046474186766174,8.241697597960082,8.542465507294889,8.840128385718106,8.925648149522457,9.284494092478702,9.091850913798911,9.109514001671727,9.665129375647624,9.478876565579496,9.705285171316014,9.560553735096203,9.744379658087515,9.727423576882977,9.827462706263658,9.927775915450862,10.027815044831543,10.127854174212224,10.227893303592905,10.273947470780142,10.31987580690949,10.365804143038838,10.411732479168187,10.457786646355423,10.503714982484771,10.54964331861412,10.595571654743468,10.641625821930704,10.687554158060053,10.7194200674639,10.751285976867749,10.783239190132978,10.815105099536826,10.846971008940674,10.87883691834452,10.91079013160975,10.942656041013597,10.974521950417445,11.006387859821293,11.000308634373642,10.994246018831586,10.988183403289527,10.982120787747471,10.97604156229982,10.969978946757763,10.963916331215707,10.957853715673648,10.951774490225997,10.94571187468394,10.90932236128523,10.872932847886519,10.836443637190825,10.800054123792114,10.763664610393404,10.727275096994694,10.690785886298999,10.654396372900289,10.618006859501577,10.581617346102867,10.543770763192422,10.506027586246212,10.468284409300002,10.430541232353793,10.392694649443348,10.354951472497138,10.317208295550929,10.279465118604719,10.241618535694274,10.203875358748064,10.15961927931467,10.115363199881276,10.070985870915187,10.026729791481793,9.9824737120484,9.938217632615004,9.893840303648917,9.849584224215521,9.805328144782127,9.761072065348733,9.729868995349968,9.698751179640817,9.667633363931666,9.636515548222516,9.60531247822375,9.574194662514598,9.543076846805448,9.511959031096296,9.480755961097532,9.44963814538838,9.415216484758105,9.380794824127827,9.346278857578016,9.311857196947738,9.277435536317462,9.243013875687186,9.208497909137373,9.174076248507097,9.13965458787682,9.105232927246544
AIM/CGE,ssp370,World,Emissions|CCl4,kt CCl4/yr,86.426532,85.14222600000002,85.437279,84.458339,86.05046,80.480245,75.256035,75.489912,72.916263,72.96355,72.65140799999998,70.65696899999998,70.45667399999998,69.839024,66.998563,63.195606999999995,60.048081,57.25715400000001,56.837697,55.35525300000001,56.090865,57.565927,59.464918999999995,62.512861,53.5475,47.5476,45.01854578313253,42.48256265060241,39.95350843373494,37.424454216867474,34.8954,33.28229482617027,31.67359704352587,30.064899260881468,28.456201478237066,26.84309630440734,25.234398521762934,23.625700739118535,22.01700295647413,20.403897782644403,18.7952,17.92849490690033,17.061789813800658,16.192710186199342,15.326005093099672,14.4593,13.59259490690033,12.723515279299015,11.856810186199343,10.990105093099672,10.1234,9.655424965781549,9.18872855187517,8.722032137968792,8.255335724062414,7.787360689843965,7.320664275937586,6.853967862031208,6.38727144812483,5.919296413906379,5.4526,5.201167771084338,4.949735542168675,4.6976144578313255,4.446182228915663,4.19475,3.9433177710843372,3.691196686746988,3.439764457831325,3.1883322289156624,2.9369,2.8011303312346016,2.665731617848344,2.530332904462086,2.394934191075828,2.2591645223104297,2.1237658089241718,1.9883670955379142,1.8529683821516563,1.717198713386258,1.5818,1.5088599671412926,1.435919934282585,1.3627800657174152,1.2898400328587076,1.2169,1.1439599671412926,1.0708200985761227,0.9978800657174152,0.9249400328587076,0.852,0.8126146728716124,0.7733369559266356,0.7340592389816589,0.6947815220366822,0.6553961949082945,0.6161184779633178,0.576840761018341,0.5375630440733643,0.4981777169449767,0.4589,0.4376316538882804,0.4163633077765608,0.3950366922234392,0.3737683461117196,0.35250000000000004,0.3312316538882804,0.3099050383351588,0.28863669222343924,0.26736834611171967,0.24610000000000007
AIM/CGE,ssp370,World,Emissions|CFC11,kt CFC11/yr,208.25652,159.81288999999995,106.91739,84.3251,85.893495,86.264975,85.278741,86.34144599999998,86.348141,82.703538,76.330076,68.271466,63.484809,62.27795500000001,60.966802,60.33117900000001,63.03720300000001,64.737513,63.06087700000001,60.065148,58.86009,62.415615,70.235225,75.740842,54.9365,43.5734,41.881746933187294,40.18545920043812,38.49380613362541,36.80215306681271,35.1105,33.876730331234604,32.64633161784835,31.415932904462085,30.185534191075828,28.95176452231043,27.721365808924173,26.49096709553791,25.260568382151654,24.026798713386256,22.7964,21.997317853231106,21.19823570646221,20.396964293537785,19.597882146768892,18.7988,17.999717853231104,17.198446440306682,16.399364293537786,15.600282146768894,14.8012,14.281095264166439,13.762411579523679,13.24372789488092,12.72504421023816,12.204939474404599,11.686255789761839,11.16757210511908,10.648888420476322,10.128783684642759,9.6101,9.273234583789703,8.936369167579407,8.598580832420591,8.261715416210295,7.924849999999999,7.587984583789703,7.250196248630887,6.913330832420591,6.576465416210295,6.239599999999999,6.020340651519299,5.801680372296742,5.583020093074186,5.364359813851629,5.145100465370928,4.926440186148371,4.707779906925814,4.489119627703257,4.269860279222557,4.0512,3.9091978094194957,3.767195618838992,3.6248043811610073,3.4828021905805038,3.3407999999999998,3.1987978094194958,3.056406571741511,2.9144043811610074,2.772402190580504,2.6304,2.5379632083219272,2.4457789761839583,2.3535947440459895,2.2614105119080206,2.168973720229948,2.076789488091979,1.9846052559540102,1.8924210238160415,1.7999842321379687,1.7078,1.6477229189485214,1.5876458378970426,1.5274041621029573,1.4673270810514785,1.40725,1.3471729189485213,1.2869312431544357,1.2268541621029572,1.1667770810514786,1.1066999999999998
AIM/CGE,ssp370,World,Emissions|CFC113,kt CFC113/yr,176.8456,120.64491000000001,74.361852,50.567396,37.565451,23.473126999999998,13.005309,10.398164,12.992477000000001,14.054175,9.4043884,5.959047099999999,3.1513602,5.7693015999999995,9.216749,4.6297025000000005,0.6450640999999999,4.5089203,8.339533900000001,5.7877004,4.4070317,4.6237938,5.4529267,6.5167934,2.8024,0.8742000000000001,0.7816107338444688,0.6887677984665936,0.5961785323110624,0.5035892661555312,0.41100000000000003,0.37892866137421294,0.3469449493566931,0.31496123733917325,0.28297752532165343,0.2509061866958664,0.21892247467834655,0.1869387626608267,0.1549550506433069,0.12288371201751985,0.09089999999999998,0.08382387732749177,0.07674775465498357,0.06965224534501642,0.06257612267250821,0.055499999999999994,0.04842387732749178,0.04132836801752464,0.034252245345016426,0.027176122672508213,0.020099999999999993,0.018526991513824254,0.016958280865042433,0.015389570216260608,0.013820859567478784,0.01224785108130304,0.010679140432521217,0.009110429783739394,0.00754171913495757,0.0059687106487818255,0.004400000000000001,0.0040601861993428265,0.0037203723986856518,0.0033796276013143486,0.0030398138006571744,0.0027,0.002360186199342826,0.0020194414019715228,0.0016796276013143485,0.0013398138006571743,0.001,0.0009198467013413632,0.0008399124007664933,0.0007599781001916234,0.0006800437996167533,0.0005998905009581166,0.0005199562003832467,0.00044002189980837665,0.0003600875992335066,0.0002799343005748699,0.00019999999999999987,0.00018001095290251919,0.00016002190580503833,0.00013997809419496167,0.00011998904709748084,0.0001,8.001095290251917e-05,5.99671412924425e-05,3.9978094194961675e-05,1.9989047097480824e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIM/CGE,ssp370,World,Emissions|CFC114,kt CFC114/yr,7.0905085,6.9542228,5.3089984,3.463778,4.6095776,5.7076242,4.6522227,3.7691062000000004,3.9615346,3.9749852999999997,3.9867141999999998,3.2771364000000003,2.420559,1.7336337,1.4729968999999998,1.8139657999999999,1.7510311,1.5545493000000001,1.9164483,1.6755174,1.4644148000000001,2.0468287,2.0520518,1.9408617,1.6696,1.6696,1.515315993181818,1.3606092904545455,1.2063252836363636,1.052041276818182,0.89775727,0.8338038978072817,0.770025261604161,0.7062466254010402,0.6424679891979195,0.5785146170052012,0.5147359808020805,0.45095734459895975,0.387178708395839,0.32322533620312066,0.2594466999999999,0.2410177104764513,0.22258872095290255,0.2041092410470975,0.18568025152354878,0.167251262,0.14882227247645127,0.13034279257064624,0.1119138030470975,0.09348481352354876,0.075055824,0.06971328182315906,0.06438533675609089,0.05905739168902273,0.05372944662195456,0.04838690444511361,0.04305895937804544,0.03773101431097728,0.032403069243909115,0.027060527067068164,0.021732582,0.020187502678806132,0.018642423357612268,0.017093110942387732,0.015548031621193868,0.0140029523,0.012457872978806133,0.0109085605635816,0.009363481242387733,0.007818401921193865,0.006273322599999999,0.005824369476485081,0.005376643000848618,0.004928916525212154,0.004481190049575691,0.004032236926060772,0.003584510450424309,0.0031367839747878457,0.002689057499151383,0.0022401043756364635,0.0017923779000000003,0.0016580231760268346,0.0015236684520536694,0.0013889456329463307,0.0012545909089731655,0.001120236185,0.0009858814610268346,0.0008511586419194963,0.0007168039179463309,0.0005824491939731655,0.0004480944700000001,0.00042564681432521214,0.00040326049104297837,0.00038087416776074455,0.00035848784447851077,0.00033604018880372294,0.00031365386552148917,0.0002912675422392554,0.0002688812189570216,0.0002464335632822338,0.00022404724,0.00020165478583789704,0.00017926233167579408,0.00015680852832420592,0.00013441607416210294,0.00011202362,8.963116583789703e-05,6.717736248630887e-05,4.4784908324205913e-05,2.2392454162102957e-05,0.0
AIM/CGE,ssp370,World,Emissions|CFC115,kt CFC115/yr,10.591201,10.775591,10.120439,8.677164900000001,8.163642999999999,7.6747577000000025,5.5242189,3.4559388999999996,2.9318362000000002,3.1538842000000002,2.3476517999999995,1.1600545,0.95011524,0.74505988,0.75667708,0.58070615,0.58710647,0.78280059,0.45696793,0.3835494,0.65896445,0.85601742,0.7168607,0.61330322,1.114899,1.6714,1.6142527735487404,1.5569489793537787,1.4998017529025192,1.4426545264512596,1.3855073,1.3420655697235149,1.2987425326991513,1.255419495674788,1.2120964586504244,1.1686547283739392,1.1253316913495757,1.082008654325212,1.0386856173008487,0.9952438870243636,0.95192085,0.9221874182913472,0.8924539865826945,0.8626390934173056,0.8329056617086529,0.80317223,0.7734387982913473,0.7436239051259584,0.7138904734173056,0.6841570417086529,0.65442361,0.6339182691349576,0.6134689537914043,0.5930196384478511,0.5725703231042979,0.5520649822392555,0.5316156668957022,0.511166351552149,0.4907170362085957,0.4702116953435532,0.44976238,0.43570402021084337,0.4216456604216868,0.4075487845783133,0.39349042478915663,0.37943206500000004,0.3653737052108434,0.3512768293674699,0.33721846957831325,0.32316010978915666,0.30910175,0.29941280022173555,0.2897503229838489,0.28008784574596224,0.2704253685080756,0.2607364187298111,0.25107394149192447,0.2414114642540378,0.23174898701615113,0.2220600372378867,0.21239756000000004,0.20575498476725082,0.19911240953450166,0.19245163546549837,0.18580906023274918,0.179166485,0.17252390976725082,0.16586313569824754,0.15922056046549835,0.15257798523274918,0.14593541,0.14135517899534628,0.13678746228305502,0.13221974557076374,0.1276520288584725,0.12307179785381878,0.11850408114152751,0.11393636442923624,0.10936864771694498,0.10478841671229126,0.1002207,0.09705756912239868,0.09389443824479737,0.09072264125520263,0.08755951037760132,0.08439637950000001,0.0812332486223987,0.07806145163280395,0.07489832075520264,0.07173518987760132,0.068572059
AIM/CGE,ssp370,World,Emissions|CFC12,kt CFC12/yr,333.97702999999996,286.27307,227.43517999999997,231.9618,238.58315,210.72453,170.78176000000005,160.63531,156.67666,140.42543999999998,122.76605,111.64066000000001,101.90454,97.844828,87.654103,71.956593,65.575271,61.623755,57.108479,54.788238,52.271203,52.120722,53.35878,54.819887,28.9612,14.6096,12.888682968236584,11.163051095290252,9.442134063526833,7.721217031763417,6.000299999999999,5.500534163701068,5.002133807829182,4.503733451957295,4.005333096085409,3.5055672597864773,3.007166903914591,2.508766548042705,2.0103661921708187,1.5106003558718868,1.0122,0.9280960843373494,0.8439921686746987,0.7596578313253012,0.6755539156626506,0.5914499999999999,0.5073460843373493,0.42301174698795174,0.3389078313253011,0.2548039156626505,0.17069999999999985,0.1564828086504243,0.14230446208595673,0.12812611552148917,0.11394776895702162,0.09973057760744593,0.08555223104297836,0.07137388447851081,0.05719553791404325,0.04297834656446756,0.028799999999999992,0.02641130887185104,0.024022617743702082,0.021627382256297917,0.01923869112814896,0.01685,0.01446130887185104,0.012066073384446877,0.009677382256297919,0.00728869112814896,0.004900000000000002,0.0044892143443744864,0.004079551053928278,0.0036698877634820694,0.0032602244730358613,0.002849438817410348,0.0024397755269641394,0.002030112236517931,0.0016204489460717223,0.001209663290446209,0.0008000000000000004,0.0007300383351588172,0.0006600766703176342,0.0005899233296823658,0.000519961664841183,0.0004500000000000001,0.00038003833515881717,0.00030988499452354887,0.0002399233296823659,0.00016996166484118302,0.00010000000000000015,8.99808376676704e-05,7.998905009581166e-05,6.999726252395292e-05,6.0005474952094166e-05,4.9986312619764574e-05,3.999452504790583e-05,3.0002737476047083e-05,2.0010949904188327e-05,9.991787571858742e-06,-1.3552527156068805e-20,0.00119934282584885,0.0023986856516977,0.0036013143483023,0.004800657174151151,0.006,0.00719934282584885,0.008401971522453451,0.009601314348302302,0.01080065717415115,0.012
AIM/CGE,ssp370,World,Emissions|CH2Cl2,kt CH2Cl2/yr,727.9021299999997,733.1841,737.91621,741.83052,744.64952,746.1402400000003,735.59646,727.15012,721.60374,704.63496,732.30615,777.07509,778.01089,792.1542900000003,815.9423,841.28695,906.99913,941.7549,995.4662900000001,1055.0462,1048.8592,1156.8684,1284.9937,1324.2707,1328.5952,1267.9806,1299.9390884994525,1331.985134501643,1363.9436230010954,1395.9021115005476,1427.8606,1410.3896856830002,1392.9665061045716,1375.543326526143,1358.1201469477141,1340.6492326307146,1323.2260530522858,1305.802873473857,1288.3796938954283,1270.9087795784287,1253.4856,1250.0420568729464,1246.5985137458927,1243.1455362541074,1239.7019931270536,1236.25845,1232.8149068729463,1229.361929381161,1225.9183862541074,1222.4748431270536,1219.0313,1223.4985338899535,1227.9535622228307,1232.4085905557076,1236.8636188885848,1241.3308527785382,1245.7858811114152,1250.2409094442924,1254.6959377771693,1259.163171667123,1263.6182,1264.88874381161,1266.15928762322,1267.4333123767797,1268.7038561883899,1269.9744,1271.24494381161,1272.5189685651696,1273.7895123767798,1275.0600561883898,1276.3306,1281.131592225568,1285.919466986039,1290.7073417465097,1295.4952165069806,1300.2962087325486,1305.0840834930195,1309.8719582534904,1314.6598330139611,1319.4608252395292,1324.2487,1333.9841355147864,1343.719571029573,1353.4816789704273,1363.2171144852136,1372.95255,1382.6879855147865,1392.4500934556409,1402.1855289704272,1411.9209644852137,1421.6564,1433.0756400766495,1444.4636800437997,1455.85172001095,1467.2397599781002,1478.6590000547496,1490.0470400218999,1501.43507998905,1512.8231199562003,1524.2423600328498,1535.6304,1548.6985793537788,1561.7667587075575,1574.8707412924425,1587.9389206462213,1601.0071,1614.0752793537788,1627.1792619386638,1640.2474412924425,1653.3156206462213,1666.3838
AIM/CGE,ssp370,World,Emissions|CH3Br,kt CH3Br/yr,176.36773,177.30503000000004,179.3441,179.76429,178.03958,180.13151000000005,183.444,180.149,176.1082,168.37661,165.25876,165.59900000000005,161.14055,158.92828,156.21655,154.12291000000005,152.41471,147.28895,144.47281,144.24254,142.6745,140.42156,136.71475,133.39273,133.6791,133.82299999999998,135.46312130339538,137.10773608981378,138.7478573932092,140.3879786966046,142.0281,140.81615206679442,139.60751546673967,138.39887886668492,137.19024226663018,135.97829433342457,134.76965773336983,133.56102113331508,132.35238453326033,131.14043660005476,129.9318,129.15802398685653,128.38424797371303,127.60835202628698,126.83457601314349,126.0608,125.28702398685652,124.51112803943046,123.73735202628697,122.9635760131435,122.1898,121.6933905830824,121.19833747604709,120.70328436901178,120.20823126197647,119.71182184505886,119.21676873802355,118.72171563098823,118.22666252395292,117.73025310703532,117.2352,116.91837360350493,116.60154720700986,116.28385279299015,115.96702639649507,115.65020000000001,115.33337360350494,115.01567918948521,114.69885279299015,114.38202639649508,114.0652,113.86183104297838,113.65901773884478,113.4562044347112,113.25339113057761,113.05002217355599,112.84720886942239,112.6443955652888,112.44158226115522,112.23821330413358,112.0354,111.90571106243154,111.77602212486309,111.64597787513691,111.51628893756845,111.38659999999999,111.25691106243154,111.12686681270536,110.9971778751369,110.86748893756845,110.7378,110.50636736928551,110.27556706816314,110.04476676704078,109.81396646591841,109.58253383520393,109.35173353408157,109.1209332329592,108.89013293183685,108.65870030112237,108.4279,108.4279,108.4279,108.4279,108.4279,108.4279,108.4279,108.4279,108.4279,108.4279,108.4279
AIM/CGE,ssp370,World,Emissions|CH3CCl3,kt CH3CCl3/yr,658.40311,474.47964,361.04368,256.33383,159.08791000000005,95.783763,59.514334999999996,29.550907000000002,23.412636,18.420173000000002,19.471227,19.806901,12.302716,10.122917,9.7469995,7.5405195,9.3190485,9.6981304,6.3376449999999975,3.7694324,2.4614781000000003,3.0036158,3.0096674,1.8384424,1.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
